meeting_id,category,subcategory,meeting_lat,meeting_lng,time_slot,location_type,vibe,expected_cost,max_participants,avg_sentiment_score,positive_review_ratio,negative_review_ratio,review_sentiment_variance
230,취미활동,플라워,37.65119904617991,126.80622501850348,afternoon,indoor,즐거운,19015,4,0.639,0.571,0.429,0.548
231,소셜,당구,37.43699174159643,126.99457864467642,evening,indoor,즐거운,11788,7,0.66,0.6,0.4,0.374
232,취미활동,플라워,37.41955993001184,126.92297301301912,afternoon,indoor,여유로운,33300,8,0.712,0.75,0.25,0.29
233,문화예술,전시회,37.58747674093654,127.11192747024926,evening,indoor,창의적인,15385,4,0.561,0.273,0.727,0.44
234,문화예술,공방체험,37.54407620032585,126.87097266089984,afternoon,indoor,창의적인,14891,7,0.525,0.25,0.75,0.203
235,스터디,재테크,37.468734984173416,126.89271611104662,evening,indoor,진지한,7211,4,0.663,0.667,0.333,0.488
236,카페,베이커리,37.64314088512088,127.13122381709316,morning,indoor,힐링,19154,6,0.472,0.2,0.8,0.356
237,스포츠,등산,37.52138176488406,126.97819107323332,evening,outdoor,에너지 넘치는,4618,8,0.678,0.75,0.25,0.545
238,스포츠,러닝,37.54268618429248,126.9697585170994,morning,outdoor,활기찬,5421,12,0.662,0.625,0.375,0.46
239,맛집,일식,37.58799310499353,127.0910373373219,afternoon,indoor,힐링,26762,7,0.714,0.778,0.222,0.447
240,스포츠,사이클링,37.59201463907902,126.99791774197676,morning,outdoor,활기찬,8747,14,0.602,0.4,0.6,0.247
241,스포츠,요가,37.5891202778108,126.92049029922492,evening,outdoor,에너지 넘치는,8886,10,0.64,0.5,0.5,0.476
242,카페,베이커리,37.61523033526348,127.1050613959646,morning,indoor,감성적인,12341,6,0.55,0.4,0.6,0.401
243,카페,디저트,37.46353978657447,127.14044433033902,afternoon,indoor,여유로운,19619,7,0.603,0.375,0.625,0.339
244,카페,베이커리,37.45015875636418,126.81138295673756,morning,indoor,감성적인,18512,6,0.636,0.556,0.444,0.496
245,소셜,방탈출,37.667248026072286,127.19059601361772,evening,indoor,즐거운,19337,8,0.76,1.0,0.0,0.269
246,문화예술,전시회,37.611614167894224,126.91663108670396,evening,indoor,감성적인,9765,8,0.565,0.471,0.529,0.439
247,스터디,재테크,37.40553692571291,127.01824338577086,evening,indoor,진지한,5654,6,0.42,0.2,0.8,0.453
248,맛집,이자카야,37.52472027449701,126.95185234699426,afternoon,indoor,여유로운,29728,6,0.577,0.5,0.5,0.555
249,카페,디저트,37.63987359323061,127.03224790419294,morning,indoor,여유로운,13326,4,0.644,0.583,0.417,0.488
250,스포츠,배드민턴,37.50948715630047,126.90948396686912,morning,outdoor,에너지 넘치는,3364,8,0.5,0.333,0.667,0.468
251,취미활동,그림,37.690095505408415,126.8640296421947,afternoon,indoor,즐거운,34683,5,0.483,0.154,0.846,0.37
252,맛집,이자카야,37.475873541666886,126.81619512973133,evening,indoor,힐링,38380,5,0.529,0.429,0.571,0.5
253,소셜,당구,37.668356971073294,126.8737060304683,evening,indoor,즐거운,11260,7,0.508,0.333,0.667,0.573
254,스터디,코딩,37.55434389263931,127.08538294417362,evening,indoor,진지한,7409,7,0.643,0.727,0.273,0.431
255,카페,베이커리,37.54132485521136,126.95918122248054,afternoon,indoor,힐링,18131,6,0.628,0.6,0.4,0.477
256,맛집,일식,37.6937785596826,126.83545318989982,afternoon,indoor,힐링,27005,7,0.744,0.5,0.5,0.489
257,스포츠,축구,37.58111801526054,127.12016434499748,evening,outdoor,에너지 넘치는,9970,12,0.68,0.733,0.267,0.426
258,스포츠,축구,37.6486789673579,126.84359999594518,morning,outdoor,에너지 넘치는,4278,12,0.64,0.4,0.6,0.447
259,문화예술,공연,37.60033316793373,126.82373529232255,afternoon,indoor,창의적인,22662,7,0.625,0.467,0.533,0.436
260,취미활동,베이킹,37.646272890221184,127.11300480328234,afternoon,indoor,여유로운,20019,6,0.414,0.222,0.778,0.489
261,소셜,볼링,37.51039552315604,126.83105275409991,evening,indoor,즐거운,20863,5,0.683,0.615,0.385,0.45
262,카페,베이커리,37.40130322033522,127.05812783333504,afternoon,indoor,힐링,12812,4,0.875,1.0,0.0,0.272
263,스포츠,요가,37.61278160350095,127.0128444535348,evening,outdoor,에너지 넘치는,2234,6,0.695,0.8,0.2,0.598
264,소셜,보드게임,37.56585253879543,126.9012981452161,evening,indoor,활기찬,16337,9,0.577,0.455,0.545,0.639
265,맛집,양식,37.47269318191624,126.96562713030713,evening,indoor,여유로운,27283,4,0.688,0.667,0.333,0.315
266,맛집,양식,37.57398859416053,126.83560127119308,evening,indoor,여유로운,19160,6,0.632,0.571,0.429,0.392
267,스포츠,축구,37.699483228661975,127.11220823034785,morning,outdoor,에너지 넘치는,4024,14,0.739,0.667,0.333,0.354
268,취미활동,그림,37.61143875083966,127.1620312511178,evening,indoor,여유로운,33548,9,0.568,0.545,0.455,0.52
269,소셜,방탈출,37.55940824950858,126.88050014582046,evening,indoor,활기찬,11603,4,0.54,0.4,0.6,0.448
270,문화예술,전시회,37.421704552969246,127.11447306767928,evening,indoor,창의적인,7007,7,0.595,0.6,0.4,0.467
271,소셜,방탈출,37.579828517633125,126.82302874612112,evening,indoor,즐거운,23015,4,0.536,0.429,0.571,0.459
272,취미활동,베이킹,37.53442254547449,126.93847003092245,evening,indoor,여유로운,31161,8,0.575,0.286,0.714,0.4
273,문화예술,갤러리,37.67134217818439,127.00129133815445,afternoon,indoor,창의적인,24950,6,0.671,0.583,0.417,0.346
274,취미활동,베이킹,37.55392082685904,127.12560669420796,evening,indoor,여유로운,30771,5,0.588,0.4,0.6,0.398
275,취미활동,그림,37.50392985469127,126.80769958553957,evening,indoor,여유로운,17854,8,0.571,0.571,0.429,0.568
276,문화예술,공방체험,37.66797084416299,127.15455055384976,afternoon,indoor,감성적인,17928,7,0.598,0.5,0.5,0.593
277,문화예술,공연,37.62365092560584,127.00213281333436,evening,indoor,창의적인,15052,4,0.654,0.571,0.429,0.637
278,취미활동,플라워,37.58260526618105,126.95976066349644,afternoon,indoor,여유로운,22908,5,0.571,0.412,0.588,0.49
279,소셜,당구,37.57717689732158,127.04407143049464,evening,indoor,즐거운,22974,7,0.785,0.8,0.2,0.309
280,스터디,영어회화,37.42172669385821,126.91810425203438,evening,indoor,진지한,1548,4,0.605,0.545,0.455,0.424
281,맛집,양식,37.42466996645318,126.96730563236105,afternoon,indoor,힐링,19685,5,0.643,0.545,0.455,0.379
282,카페,베이커리,37.62372149451236,126.88210866982024,afternoon,indoor,힐링,13461,6,0.517,0.385,0.615,0.363
283,카페,디저트,37.4310729698309,127.13509163944906,afternoon,indoor,감성적인,10829,4,0.654,0.5,0.5,0.438
284,취미활동,쿠킹,37.69699418449676,127.06398651112076,evening,indoor,즐거운,25014,6,0.629,0.615,0.385,0.397
285,문화예술,갤러리,37.64682500442954,127.17242361235488,afternoon,indoor,창의적인,11872,9,0.519,0.375,0.625,0.583
286,카페,디저트,37.51827747064873,127.07083278878044,morning,indoor,감성적인,19937,5,0.566,0.455,0.545,0.405
287,문화예술,갤러리,37.48521813862392,127.1522193369356,evening,indoor,창의적인,10794,9,0.588,0.333,0.667,0.462
288,스터디,독서토론,37.51109605263515,126.80809449305598,evening,indoor,진지한,4191,4,0.713,0.6,0.4,0.394
289,스터디,독서토론,37.40614761406339,126.80672291192846,evening,indoor,진지한,4161,6,0.519,0.556,0.444,0.6
290,소셜,당구,37.52718685383898,126.94421316714066,evening,indoor,즐거운,10781,9,0.703,0.556,0.444,0.421
291,맛집,한식,37.43966345684609,127.08556583363344,afternoon,indoor,힐링,22366,7,0.545,0.455,0.545,0.396
292,카페,디저트,37.68756960039311,127.09388320222948,morning,indoor,감성적인,12523,6,0.675,0.6,0.4,0.358
293,카페,카페투어,37.4148342310038,127.1395010802261,afternoon,indoor,힐링,18145,4,0.589,0.357,0.643,0.335
294,맛집,중식,37.47394337287302,126.8036022657058,evening,indoor,힐링,18443,5,0.533,0.25,0.75,0.323
295,카페,디저트,37.552844821353176,127.09886966821584,afternoon,indoor,감성적인,10350,4,0.588,0.308,0.692,0.449
296,문화예술,갤러리,37.41977866680725,127.01272940432432,afternoon,indoor,창의적인,20331,8,0.741,0.714,0.286,0.354
297,스포츠,사이클링,37.55386478075288,127.08521258255004,evening,outdoor,활기찬,1215,6,0.581,0.375,0.625,0.359
298,소셜,보드게임,37.53274739410041,127.05877868333492,evening,indoor,즐거운,14834,4,0.513,0.167,0.833,0.452
299,문화예술,공연,37.621938911580834,127.08237464708463,evening,indoor,감성적인,18578,9,0.817,0.833,0.167,0.411
300,문화예술,갤러리,37.43796864095203,127.1306567214854,afternoon,indoor,감성적인,13909,6,0.6,0.417,0.583,0.466
301,스터디,독서토론,37.40923493067129,127.0993585424839,evening,indoor,진지한,6070,6,0.705,0.8,0.2,0.287
302,맛집,양식,37.49071508183373,127.11828267403794,afternoon,indoor,여유로운,15079,5,0.65,0.429,0.571,0.418
303,스포츠,요가,37.645855375613024,127.13012062493708,evening,outdoor,에너지 넘치는,1708,14,0.775,0.909,0.091,0.331
304,스포츠,축구,37.52284122256663,127.18122910744886,morning,outdoor,활기찬,2965,12,0.647,0.625,0.375,0.45
305,소셜,방탈출,37.5205696123868,127.03028772213248,evening,indoor,즐거운,19742,7,0.767,0.733,0.267,0.344
306,문화예술,갤러리,37.43144679228223,127.14331653422124,evening,indoor,감성적인,24425,7,0.583,0.312,0.688,0.413
307,카페,디저트,37.42730354206476,126.89241445517882,morning,indoor,여유로운,17051,4,0.548,0.5,0.5,0.4
308,소셜,볼링,37.51755290387985,126.92401616749255,evening,indoor,활기찬,19450,9,0.697,0.667,0.333,0.421
309,카페,브런치,37.45759758506924,126.88995003672228,afternoon,indoor,힐링,14492,7,0.544,0.25,0.75,0.554
310,취미활동,플라워,37.43821161081001,127.1294897144548,afternoon,indoor,즐거운,32887,5,0.538,0.5,0.5,0.437
311,스포츠,등산,37.55893247457704,126.92869481194332,morning,outdoor,활기찬,8956,12,0.6,0.625,0.375,0.447
312,취미활동,베이킹,37.56892828336175,127.03747504773482,evening,indoor,창의적인,24911,8,0.663,0.583,0.417,0.394
313,카페,브런치,37.56432197284074,127.04382741355938,afternoon,indoor,힐링,14739,4,0.644,0.556,0.444,0.442
314,맛집,중식,37.68465375154012,126.93421637687462,evening,indoor,여유로운,38084,6,0.615,0.6,0.4,0.359
315,스터디,코딩,37.6613561139051,127.099327520449,evening,indoor,진지한,6950,4,0.875,0.75,0.25,0.328
316,소셜,볼링,37.47692167790248,127.17219103678546,evening,indoor,즐거운,15843,7,0.739,0.667,0.333,0.386
317,스포츠,등산,37.662288968066655,126.85381019691567,morning,outdoor,활기찬,3576,12,0.642,0.444,0.556,0.504
318,맛집,양식,37.688687462501775,127.06144118101408,evening,indoor,힐링,28130,7,0.589,0.444,0.556,0.298
319,문화예술,공연,37.57373428096268,127.04691643042104,afternoon,indoor,감성적인,11087,5,0.759,0.75,0.25,0.434
320,문화예술,공방체험,37.60808529133487,127.17284094618287,afternoon,indoor,감성적인,20292,6,0.667,0.667,0.333,0.3
321,스포츠,축구,37.6682908679956,126.99007908778276,evening,outdoor,에너지 넘치는,2144,7,0.519,0.308,0.692,0.456
322,취미활동,그림,37.54108654301096,126.98352278170762,afternoon,indoor,창의적인,22848,6,0.604,0.333,0.667,0.316
323,맛집,한식,37.570742471136285,126.95294583916667,evening,indoor,힐링,25802,5,0.639,0.688,0.312,0.411
324,맛집,이자카야,37.56944549418806,126.98820203159693,evening,indoor,여유로운,37051,5,0.466,0.25,0.75,0.331
325,스터디,코딩,37.4417563408274,126.80135513919303,evening,indoor,진지한,1962,4,0.557,0.357,0.643,0.266
326,취미활동,쿠킹,37.53853344673415,126.90256286327548,evening,indoor,창의적인,16471,6,0.617,0.5,0.5,0.292
327,소셜,당구,37.66251035937358,127.04566508104648,evening,indoor,즐거운,24260,9,0.723,0.615,0.385,0.44
328,스포츠,러닝,37.68630378548699,126.8989405487271,evening,outdoor,활기찬,4394,11,0.642,0.562,0.438,0.439
329,맛집,한식,37.65401659711903,126.92342659903557,evening,indoor,힐링,15965,5,0.575,0.429,0.571,0.325
330,맛집,일식,37.45790449562171,127.15309683048284,afternoon,indoor,힐링,39196,7,0.778,0.9,0.1,0.301
331,소셜,당구,37.44000560202608,126.85319943482985,evening,indoor,활기찬,16646,4,0.515,0.4,0.6,0.472
332,스포츠,사이클링,37.42887394734221,127.03568468938104,morning,outdoor,에너지 넘치는,5380,6,0.647,0.75,0.25,0.578
333,맛집,일식,37.62492586360912,126.85450080562256,afternoon,indoor,힐링,21064,5,0.68,0.5,0.5,0.273
334,취미활동,그림,37.45862677599151,126.80446183492472,evening,indoor,여유로운,28575,4,0.697,0.556,0.444,0.492
335,맛집,이자카야,37.69905466635783,126.90713796822357,evening,indoor,힐링,19138,6,0.693,0.714,0.286,0.377
336,스포츠,러닝,37.5902002302248,126.94566112764184,morning,outdoor,에너지 넘치는,7565,7,0.716,0.875,0.125,0.38
337,스포츠,러닝,37.462979549502045,127.11046074564226,morning,outdoor,에너지 넘치는,2247,10,0.667,0.538,0.462,0.377
338,스터디,독서토론,37.583395216115925,126.81779087552128,evening,indoor,진지한,6016,7,0.61,0.4,0.6,0.5
339,스터디,재테크,37.57388326976849,127.15086196014848,evening,indoor,진지한,6941,4,0.555,0.3,0.7,0.397
340,스터디,영어회화,37.47844787111829,127.08905888082442,evening,indoor,진지한,2570,7,0.512,0.25,0.75,0.474
341,스터디,재테크,37.446222719741925,127.05861403951228,evening,indoor,진지한,1461,5,0.62,0.571,0.429,0.449
342,카페,카페투어,37.41351787457592,126.87441362454852,morning,indoor,여유로운,19768,7,0.719,0.778,0.222,0.327
343,스터디,영어회화,37.63858611343917,127.05231189324198,evening,indoor,진지한,4700,4,0.69,0.6,0.4,0.411
344,취미활동,베이킹,37.46744386985306,127.19985425017018,evening,indoor,여유로운,30428,7,0.585,0.5,0.5,0.558
345,카페,브런치,37.481000613434176,127.06717469781924,morning,indoor,여유로운,14425,5,0.647,0.556,0.444,0.549
346,소셜,방탈출,37.55072083804404,127.1667914996074,evening,indoor,즐거운,15411,9,0.66,0.583,0.417,0.424
347,맛집,중식,37.46599733806908,126.8035259333178,afternoon,indoor,힐링,23610,6,0.7,0.769,0.231,0.362
348,스포츠,요가,37.51305679489524,127.08290716746656,morning,outdoor,활기찬,1961,11,0.633,0.556,0.444,0.414
349,소셜,당구,37.62909410975697,126.83878055705068,evening,indoor,활기찬,16162,6,0.569,0.25,0.75,0.457
350,맛집,중식,37.41917339628474,126.86639778427003,evening,indoor,힐링,28484,7,0.71,1.0,0.0,0.103
351,스터디,코딩,37.62725294684555,126.8471915997748,evening,indoor,진지한,6665,5,0.55,0.364,0.636,0.304
352,소셜,볼링,37.59063715388567,126.86236049741598,evening,indoor,즐거운,13025,7,0.706,0.75,0.25,0.369
353,맛집,중식,37.4404161335272,126.96319659338783,evening,indoor,힐링,35415,5,0.621,0.5,0.5,0.644
354,취미활동,그림,37.407689674965326,127.16989899034574,afternoon,indoor,여유로운,25485,9,0.612,0.533,0.467,0.442
355,소셜,보드게임,37.41796238801641,127.184666708873,evening,indoor,활기찬,17600,9,0.596,0.471,0.529,0.423
356,스포츠,사이클링,37.5194629892354,127.10878577373995,evening,outdoor,에너지 넘치는,4016,6,0.579,0.692,0.308,0.561
357,카페,카페투어,37.4386439221289,127.14212578574518,morning,indoor,감성적인,18890,5,0.56,0.462,0.538,0.387
358,소셜,방탈출,37.613585896419664,126.99729739837338,evening,indoor,활기찬,19387,8,0.688,0.692,0.308,0.548
359,스터디,코딩,37.431391342078285,127.10540083388815,evening,indoor,진지한,4086,6,0.57,0.727,0.273,0.503
360,취미활동,베이킹,37.53810116948082,126.8464069548492,evening,indoor,창의적인,23648,4,0.609,0.455,0.545,0.425
361,맛집,일식,37.46151652802565,127.05830382861228,evening,indoor,힐링,26804,5,0.525,0.333,0.667,0.363
362,소셜,보드게임,37.69707969191868,127.09773473712868,evening,indoor,즐거운,14561,6,0.638,0.417,0.583,0.418
363,스터디,재테크,37.521530638114136,127.18479756394672,evening,indoor,진지한,651,5,0.507,0.455,0.545,0.649
364,스터디,코딩,37.5161873521026,127.04008101883704,evening,indoor,진지한,4109,7,0.603,0.375,0.625,0.448
365,카페,디저트,37.59345157880606,126.8937795395232,morning,indoor,힐링,12568,4,0.434,0.25,0.75,0.605
366,취미활동,베이킹,37.65033626446751,126.94431536043147,evening,indoor,창의적인,21054,5,0.639,0.444,0.556,0.364
367,맛집,일식,37.6867492489049,127.12014426146264,afternoon,indoor,여유로운,28454,7,0.654,0.571,0.429,0.515
368,문화예술,공방체험,37.58262749753887,126.96471281099431,evening,indoor,감성적인,13290,8,0.621,0.417,0.583,0.423
369,스터디,코딩,37.45400541351524,126.9734424133638,evening,indoor,진지한,6455,4,0.625,0.625,0.375,0.35
370,소셜,방탈출,37.657713898912,126.83069094877128,evening,indoor,활기찬,10903,7,0.692,0.6,0.4,0.404
371,맛집,양식,37.48247250124467,127.08671908667976,evening,indoor,힐링,23120,7,0.712,0.625,0.375,0.336
372,스터디,재테크,37.46442609974753,127.13378949738504,evening,indoor,진지한,3362,5,0.446,0.167,0.833,0.299
373,카페,디저트,37.476794227652896,126.81280722132776,morning,indoor,감성적인,14208,4,0.61,0.5,0.5,0.324
374,소셜,방탈출,37.67132760269515,126.87924167769644,evening,indoor,활기찬,17211,8,0.52,0.364,0.636,0.366
375,맛집,이자카야,37.59850251821526,126.9244166820228,evening,indoor,여유로운,23487,6,0.631,0.462,0.538,0.513
376,카페,브런치,37.50549432023417,127.16235056883848,morning,indoor,감성적인,13500,5,0.714,0.667,0.333,0.44
377,문화예술,공방체험,37.467023763478885,126.8323387206573,afternoon,indoor,감성적인,22175,6,0.568,0.429,0.571,0.544
378,스터디,독서토론,37.52232207407892,127.13241452530907,evening,indoor,진지한,5288,4,0.573,0.364,0.636,0.526
379,카페,카페투어,37.54561171136137,126.94156233050276,afternoon,indoor,힐링,11658,5,0.645,0.4,0.6,0.432
380,맛집,양식,37.45838577629737,126.95628697690184,evening,indoor,여유로운,21165,7,0.673,0.75,0.25,0.335
381,문화예술,공방체험,37.400800450402784,127.15752341728664,afternoon,indoor,창의적인,11339,9,0.735,0.8,0.2,0.431
382,맛집,양식,37.607784033027535,127.0368760721717,evening,indoor,힐링,23922,5,0.635,0.462,0.538,0.417
383,소셜,당구,37.67182923489314,126.85229060662692,evening,indoor,활기찬,23050,8,0.723,0.75,0.25,0.392
384,취미활동,그림,37.421071191760845,127.07558231606846,afternoon,indoor,창의적인,32408,6,0.572,0.5,0.5,0.514
385,소셜,보드게임,37.47715314080733,127.02563396867544,evening,indoor,즐거운,23762,4,0.791,0.75,0.25,0.301
386,맛집,일식,37.494435687115086,126.82093950672385,afternoon,indoor,힐링,31037,6,0.491,0.375,0.625,0.713
387,취미활동,쿠킹,37.69809063454789,126.8368389711162,evening,indoor,창의적인,32543,4,0.42,0.182,0.818,0.373
388,소셜,볼링,37.66249311758724,127.1696311221177,evening,indoor,활기찬,12902,5,0.623,0.636,0.364,0.502
389,스터디,코딩,37.66861888029304,126.82020809066891,evening,indoor,진지한,5326,4,0.492,0.333,0.667,0.298
390,문화예술,갤러리,37.53809809543335,127.02658664239183,afternoon,indoor,감성적인,14383,9,0.587,0.5,0.5,0.343
391,소셜,볼링,37.54678704725113,126.87637954355016,evening,indoor,즐거운,16235,7,0.511,0.182,0.818,0.296
392,문화예술,공연,37.42825090947417,126.90693181934508,evening,indoor,창의적인,15598,7,0.682,0.636,0.364,0.407
393,카페,브런치,37.57232854490094,127.07825608628758,morning,indoor,여유로운,17123,5,0.658,0.6,0.4,0.632
394,소셜,보드게임,37.49335008943143,126.99614321406608,evening,indoor,활기찬,16094,4,0.714,0.857,0.143,0.219
395,맛집,이자카야,37.44001437099132,127.06184859831882,evening,indoor,힐링,39705,5,0.658,0.667,0.333,0.282
396,취미활동,플라워,37.52668763385075,126.9010244285078,evening,indoor,창의적인,30099,4,0.555,0.4,0.6,0.568
397,문화예술,공연,37.61620036023805,126.81942017088356,afternoon,indoor,창의적인,9428,8,0.612,0.375,0.625,0.531
398,스터디,코딩,37.55278669720398,127.01293909118183,evening,indoor,진지한,2141,7,0.694,0.625,0.375,0.49
399,문화예술,갤러리,37.68906487981726,126.97748610764808,afternoon,indoor,창의적인,5265,6,0.65,0.667,0.333,0.401
400,스포츠,사이클링,37.4650829676222,126.82446870206635,morning,outdoor,활기찬,4418,13,0.712,0.6,0.4,0.494
401,스포츠,요가,37.615532442420665,126.95681181392143,evening,outdoor,활기찬,5600,12,0.673,0.762,0.238,0.547
402,스포츠,요가,37.622498242842894,127.09378735435013,evening,outdoor,에너지 넘치는,2114,8,0.569,0.385,0.615,0.373
403,문화예술,공연,37.647880744958776,127.09253803807412,afternoon,indoor,창의적인,10450,7,0.662,0.7,0.3,0.37
404,취미활동,쿠킹,37.50865362726744,127.0936498174628,afternoon,indoor,창의적인,30786,6,0.719,0.75,0.25,0.32
405,문화예술,공연,37.66932907325576,127.00777720702176,afternoon,indoor,창의적인,22214,6,0.598,0.417,0.583,0.466
406,스터디,재테크,37.57085356080333,127.15064211134823,evening,indoor,진지한,7425,7,0.62,0.7,0.3,0.487
407,스터디,영어회화,37.43444870951641,127.18262158693314,evening,indoor,진지한,2946,4,0.608,0.5,0.5,0.39
408,문화예술,갤러리,37.40544738968213,127.08898452413558,evening,indoor,감성적인,12982,5,0.516,0.273,0.727,0.435
409,취미활동,베이킹,37.523154992108765,127.14645150091692,afternoon,indoor,즐거운,33979,9,0.441,0.125,0.875,0.448
410,취미활동,쿠킹,37.44866887132895,126.92397196369168,afternoon,indoor,여유로운,28763,5,0.679,0.615,0.385,0.438
411,소셜,방탈출,37.43646522821927,126.84656114046628,evening,indoor,활기찬,21572,8,0.593,0.474,0.526,0.376
412,소셜,당구,37.44420582980502,126.86398516698706,evening,indoor,즐거운,22936,4,0.6,0.571,0.429,0.414
413,스터디,재테크,37.58285153673483,126.94713288972838,evening,indoor,진지한,3325,7,0.71,0.8,0.2,0.335
414,소셜,보드게임,37.68291464319129,126.87185353054886,evening,indoor,즐거운,24386,7,0.621,0.417,0.583,0.327
415,소셜,볼링,37.67065828703672,126.80476178753914,evening,indoor,활기찬,14936,9,0.532,0.455,0.545,0.362
416,취미활동,쿠킹,37.467637216021295,126.82595968689267,afternoon,indoor,여유로운,31866,7,0.725,0.8,0.2,0.292
417,맛집,중식,37.57793383349742,126.94892592310973,afternoon,indoor,힐링,21842,4,0.589,0.455,0.545,0.589
418,소셜,방탈출,37.61714083298916,127.16218747685495,evening,indoor,즐거운,18536,5,0.605,0.533,0.467,0.459
419,카페,디저트,37.5606374926878,127.16756110573829,morning,indoor,여유로운,17444,5,0.693,0.7,0.3,0.368
420,문화예술,갤러리,37.46202399372207,127.04865183121728,afternoon,indoor,창의적인,10303,7,0.668,0.6,0.4,0.413
421,스터디,코딩,37.63509149064436,126.920735648099,evening,indoor,진지한,4099,7,0.591,0.529,0.471,0.443
422,스터디,영어회화,37.58193733266307,127.1021355718016,evening,indoor,진지한,7213,6,0.652,0.643,0.357,0.412
423,취미활동,쿠킹,37.47681334591284,126.84795735485795,evening,indoor,여유로운,17830,7,0.677,0.538,0.462,0.477
424,맛집,중식,37.48251633430415,127.13394476722657,afternoon,indoor,여유로운,16422,7,0.447,0.222,0.778,0.617
425,스터디,독서토론,37.52882563605568,126.97651512111996,evening,indoor,진지한,525,5,0.565,0.6,0.4,0.339
426,맛집,중식,37.54807183798069,127.07861882571429,afternoon,indoor,힐링,22417,7,0.425,0.2,0.8,0.458
427,카페,브런치,37.48011828207181,126.97605768261518,afternoon,indoor,감성적인,16096,6,0.7,0.5,0.5,0.446
428,스터디,코딩,37.5675176348986,126.81243784877722,evening,indoor,진지한,3691,7,0.619,0.462,0.538,0.55
429,카페,브런치,37.53874828220373,126.91177696889436,morning,indoor,힐링,18742,7,0.75,0.714,0.286,0.285
430,카페,베이커리,37.456151934478086,127.10932161604576,morning,indoor,여유로운,13511,5,0.68,0.636,0.364,0.469
431,취미활동,베이킹,37.57870419074693,127.18839013194405,afternoon,indoor,창의적인,26593,9,0.617,0.5,0.5,0.241
432,스터디,영어회화,37.50979892248698,127.13167805640636,evening,indoor,진지한,3198,5,0.425,0.143,0.857,0.471
433,카페,베이커리,37.49078668552457,127.04492535393877,morning,indoor,힐링,17267,6,0.525,0.308,0.692,0.57
434,문화예술,갤러리,37.4971552659671,127.0546121237656,evening,indoor,창의적인,15657,8,0.695,0.667,0.333,0.406
435,맛집,양식,37.599306185797815,126.8983353350722,afternoon,indoor,여유로운,25906,6,0.743,0.786,0.214,0.347
436,소셜,당구,37.645023583841805,127.10453986248116,evening,indoor,활기찬,12210,9,0.641,0.5,0.5,0.536
437,문화예술,공방체험,37.40247087247759,127.15188821322408,evening,indoor,창의적인,23945,5,0.69,0.7,0.3,0.278
438,맛집,양식,37.61213618418331,127.0350676205893,afternoon,indoor,힐링,28845,6,0.578,0.333,0.667,0.186
439,맛집,이자카야,37.40335979157671,126.98322677562916,afternoon,indoor,여유로운,31608,4,0.62,0.5,0.5,0.363
440,맛집,양식,37.43492009534911,126.81555832489872,evening,indoor,힐링,31128,5,0.721,0.833,0.167,0.405
441,문화예술,전시회,37.6862775324546,126.85691448744436,afternoon,indoor,창의적인,6358,8,0.722,0.75,0.25,0.471
442,맛집,일식,37.68345063590623,127.111843457017,afternoon,indoor,힐링,26374,4,0.475,0.0,1.0,0.0
443,카페,카페투어,37.63164569944794,127.14424069994412,morning,indoor,여유로운,16844,4,0.59,0.4,0.6,0.475
444,스포츠,축구,37.4941205776534,126.9770356093298,morning,outdoor,활기찬,8369,11,0.678,0.778,0.222,0.556
445,카페,카페투어,37.44208550383639,127.15462564505246,morning,indoor,여유로운,11646,5,0.461,0.333,0.667,0.562
446,맛집,중식,37.453469929673474,127.14367287976444,afternoon,indoor,힐링,24963,7,0.645,0.5,0.5,0.396
447,문화예술,공연,37.615705146353584,127.12031336534956,afternoon,indoor,감성적인,7308,7,0.543,0.429,0.571,0.164
448,취미활동,그림,37.4531933760568,127.14506962813276,afternoon,indoor,여유로운,15087,6,0.669,0.5,0.5,0.427
449,카페,베이커리,37.40566167637718,126.85092770490212,morning,indoor,감성적인,19679,7,0.596,0.462,0.538,0.567
450,취미활동,베이킹,37.63075603699878,126.97154174452264,afternoon,indoor,즐거운,22436,6,0.609,0.455,0.545,0.4
451,소셜,방탈출,37.52590168764718,127.19255084173048,evening,indoor,즐거운,12085,5,0.629,0.615,0.385,0.467
452,취미활동,베이킹,37.6394663544764,126.97322980205784,evening,indoor,창의적인,18815,6,0.669,0.706,0.294,0.401
453,스터디,재테크,37.468340226713856,126.87974005157788,evening,indoor,진지한,3403,4,0.734,0.706,0.294,0.401
454,맛집,중식,37.40556445871732,127.08988171005944,afternoon,indoor,힐링,22833,4,0.661,0.778,0.222,0.383
455,문화예술,공연,37.696967648671965,126.96275162504986,afternoon,indoor,감성적인,8395,8,0.546,0.333,0.667,0.264
456,스터디,독서토론,37.63635941587567,126.90155360438445,evening,indoor,진지한,6109,6,0.559,0.364,0.636,0.473
457,소셜,당구,37.5345839758489,127.153253224931,evening,indoor,즐거운,16788,5,0.564,0.444,0.556,0.518
458,스포츠,사이클링,37.41600469836496,127.1390296119161,evening,outdoor,활기찬,4887,14,0.645,0.571,0.429,0.474
459,소셜,보드게임,37.51959240055891,126.84785217580642,evening,indoor,활기찬,11492,9,0.512,0.25,0.75,0.399
460,스포츠,러닝,37.52477495987981,126.92215259278738,morning,outdoor,활기찬,3757,10,0.585,0.4,0.6,0.203
461,카페,디저트,37.62876053361621,126.9027253924069,morning,indoor,힐링,18313,6,0.554,0.286,0.714,0.639
